,count,impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact
2019-10-08,2.0,25000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0
2019-10-09,1.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-10,2.0,19600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0
2019-10-11,1.0,600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-12,3.0,66600.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0
2019-10-13,3.0,66600.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0
2019-10-14,2.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-15,3.0,12600.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,600.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-16,3.0,12600.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,600.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-17,2.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-18,1.0,600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-19,6.0,192600.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,6600.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0
2019-10-20,4.0,72600.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,0.0,60000.0,6000.0,0.0,0.0,0.0,0.0
2019-10-21,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-10-22,2.0,12000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-10-23,2.0,66000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,6000.0,0.0,0.0,0.0,0.0
2019-10-24,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,2.0,8000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-26,2.0,8000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-27,3.0,14000.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-28,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-29,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-30,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-10-31,3.0,12000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-11-01,4.0,32900.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,31000.0,0.0,0.0,0.0
2019-11-02,3.0,85000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,60000.0,0.0,19000.0,0.0,0.0,0.0
2019-11-03,3.0,126000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,6000.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,1.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,1.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-11-09,5.0,43000.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,18000.0,0.0,0.0,0.0
2019-11-10,5.0,84000.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,66000.0,0.0,12000.0,0.0,0.0,0.0
2019-11-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,1.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-11-14,5.0,138000.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0
2019-11-15,4.0,127900.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,1900.0,0.0,66000.0,0.0,0.0,0.0
2019-11-16,4.0,132000.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,72000.0,0.0,0.0,0.0
2019-11-17,3.0,72000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,1.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-11-22,4.0,18514.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6514.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-11-23,6.0,30514.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12514.0,0.0,6000.0,0.0,12000.0,0.0,0.0,0.0
2019-11-24,4.0,18514.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6514.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0
2019-11-25,2.0,6514.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-11-26,2.0,6514.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-11-27,3.0,6514.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,3.0,514.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,5.0,72514.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,514.0,0.0,60000.0,0.0,6000.0,0.0,0.0,0.0
2019-11-30,5.0,14449.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,2449.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-12-01,6.0,20449.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,2449.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-12-02,4.0,68449.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,2.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,5.0,33449.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,6000.0,6000.0,19000.0,0.0,0.0,0.0
2019-12-05,4.0,14449.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,2449.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-12-06,5.0,33449.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21449.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0
2019-12-07,7.0,37249.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29349.0,0.0,1900.0,6000.0,0.0,0.0,0.0,0.0
2019-12-08,6.0,52449.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46449.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,3.0,62449.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,4.0,14449.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,2.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,4.0,64349.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,1900.0,60000.0,0.0,0.0,0.0
2019-12-13,3.0,4349.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0
2019-12-14,4.0,23349.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,1900.0,19000.0,0.0,0.0,0.0
2019-12-15,3.0,21449.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0
2019-12-16,2.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,3.0,8449.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,2.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,2.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,4.0,10349.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0
2019-12-21,4.0,14449.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2449.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-12-22,3.0,62449.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,3.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,4.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-25,4.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,3.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,3.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-28,3.0,2449.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,4.0,62449.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2449.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,2.0,1935.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,3.0,1935.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
